PID,Gr Liv Area,SalePrice,Sale Type,Sale Condition,Mo Sold,Yr Sold,Bedroom,Full Bath,Half Bath,MS SubClass,MS Zoning,Exter Qual,Exter Cond,Heating QC,Kitchen Qual,Kitchen AbvGr,TotRms AbvGrd,Mas Vnr Area,Mas Vnr Type,Central Air,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fireplace Qu,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Fireplaces,Fence,Foundation,Heating,Electrical,Functional,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Feature,Misc Val,Pool Area,Pool QC
535453150,1170,140000,WD ,Normal,3,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Hip,CompShg,BrkFace,BrkFace,Y,0,0,0,0,225,TA,1170,0,0,1,NA,CBlock,GasA,SBrkr,Typ,70,7315,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1958,1958,TA,TA,No,Rec,625.0,Unf,0.0,545.0,1170,0,1,Attchd,1958.0,RFn,1,338,TA,TA,NA,0,0,NA
535457020,1377,156500,WD ,Normal,11,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Hip,CompShg,BrkFace,BrkFace,Y,0,0,0,0,0,TA,1377,0,0,2,MnPrv,CBlock,GasA,SBrkr,Typ,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,5,1960,1960,TA,TA,No,BLQ,1098.0,Rec,154.0,125.0,1377,1,0,Attchd,1965.0,Unf,1,351,TA,TA,NA,0,0,NA
905101070,1005,115400,WD ,Normal,7,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,N,0,0,0,0,0,NA,1005,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,62,14299,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Normal,1Fam,1Story,4,3,1964,1964,TA,TA,No,Rec,513.0,LwQ,144.0,348.0,1005,1,0,Detchd,1964.0,Unf,2,440,TA,TA,NA,0,0,NA
905103110,1040,123000,WD ,Normal,2,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,442,BrkFace,True,Gable,CompShg,HdBoard,HdBoard,Y,0,90,0,0,0,NA,1040,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,0,11677,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,4,1966,1966,TA,TA,Av,Rec,249.0,BLQ,761.0,30.0,1040,1,0,Attchd,1966.0,RFn,1,264,TA,TA,NA,0,0,NA
905104090,894,125000,WD ,Normal,5,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,NA,894,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,99,7094,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,5,1966,1966,TA,TA,No,Rec,180.0,LwQ,374.0,340.0,894,0,0,Detchd,1966.0,RFn,1,384,TA,TA,NA,0,0,NA
905104170,948,108000,WD ,Family,5,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,147,0,0,0,0,NA,948,0,0,0,NA,PConc,GasA,SBrkr,Typ,0,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,5,1968,1968,TA,TA,No,Unf,0.0,Unf,0.0,948.0,948,0,0,Attchd,1968.0,Unf,1,300,TA,TA,NA,0,0,NA
905105040,897,115000,WD ,Normal,1,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,89,BrkFace,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,897,0,0,0,NA,CBlock,GasA,SBrkr,Typ,86,8665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,5,1968,1968,TA,TA,Mn,Rec,168.0,BLQ,288.0,420.0,876,0,0,Attchd,1968.0,RFn,1,264,TA,TA,NA,0,0,NA
905226170,1176,137000,VWD,Normal,10,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,340,BrkFace,True,Gable,CompShg,Plywood,Plywood,Y,0,0,0,0,0,Gd,1176,0,0,2,NA,CBlock,GasA,SBrkr,Typ,85,13770,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Normal,1Fam,1Story,5,6,1958,1998,TA,TA,Mn,Rec,190.0,BLQ,873.0,95.0,1158,1,0,Attchd,1958.0,Unf,1,303,TA,TA,NA,0,0,NA
905377020,1630,130000,COD,Normal,3,2007,3,2,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,MetalSd,MetalSd,P,0,64,0,0,0,TA,1630,0,0,1,NA,CBlock,GasA,SBrkr,Mod,0,22692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Normal,1Fam,1Story,5,5,1953,1953,TA,TA,No,Rec,587.0,Unf,0.0,486.0,1073,0,0,Detchd,1953.0,Unf,2,649,TA,TA,NA,0,0,NA
905377050,1242,109900,WD ,Normal,7,2007,2,1,0,20,RL,TA,TA,TA,TA,1,4,0,NA,False,Gable,CompShg,Wd Sdng,Wd Sdng,N,0,0,0,0,0,NA,1242,0,0,0,NA,CBlock,GasA,SBrkr,Mod,84,17808,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Normal,1Fam,1Story,4,5,1946,1950,TA,TA,No,Unf,0.0,Unf,0.0,484.0,484,0,0,Attchd,1946.0,Unf,1,336,TA,TA,NA,0,0,NA
905475270,864,118000,WD ,Normal,5,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,0,0,0,NA,864,0,0,0,NA,CBlock,GasA,SBrkr,Typ,60,5400,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Normal,1Fam,1Story,5,5,1958,1958,TA,TA,No,Rec,453.0,Unf,0.0,411.0,864,0,1,Attchd,1958.0,Unf,1,399,TA,TA,NA,0,0,NA
907200130,894,131000,WD ,Family,8,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,894,0,0,0,NA,CBlock,GasA,SBrkr,Typ,97,11800,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,5,1974,1974,Gd,TA,Av,BLQ,663.0,Unf,0.0,201.0,864,0,0,Attchd,1974.0,Unf,2,440,TA,TA,NA,0,0,NA
907200270,1040,134900,WD ,Normal,1,2007,3,1,1,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,CemntBd,CmentBd,Y,0,0,0,0,0,NA,1040,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,45,8982,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,5,1977,1977,Gd,TA,Av,ALQ,539.0,Unf,0.0,501.0,1040,0,0,Detchd,1977.0,Unf,2,748,TA,TA,NA,0,0,NA
907202100,907,130000,WD ,Normal,1,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,907,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,39,16300,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,4,1977,1977,Gd,TA,Av,Rec,60.0,BLQ,417.0,399.0,876,1,0,Attchd,1977.0,RFn,1,308,TA,TA,NA,0,0,NA
907202220,879,120000,Con,Normal,9,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Hip,CompShg,HdBoard,HdBoard,Y,0,80,0,0,0,NA,879,0,0,0,NA,CBlock,GasA,SBrkr,Typ,75,9675,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,6,1975,1975,TA,TA,No,BLQ,330.0,Rec,432.0,102.0,864,0,0,Attchd,1975.0,Unf,2,440,TA,TA,NA,0,0,NA
907203060,882,112500,WD ,Normal,3,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,96,0,0,0,0,NA,882,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,70,7700,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,5,1972,1972,TA,TA,No,LwQ,138.0,Rec,468.0,276.0,882,1,0,Detchd,1980.0,Unf,2,461,TA,TA,NA,0,0,NA
907203110,969,122000,WD ,Normal,1,2007,3,1,1,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,969,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,120,10356,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,1Story,5,6,1975,1975,TA,TA,Av,BLQ,716.0,Unf,0.0,253.0,969,0,0,Attchd,1975.0,Unf,2,440,TA,TA,NA,0,0,NA
908127040,960,94750,WD ,Normal,5,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,48,BrkFace,True,Hip,CompShg,HdBoard,HdBoard,P,120,0,0,0,0,NA,960,0,0,0,NA,CBlock,GasA,FuseF,Typ,73,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Normal,1Fam,1Story,4,5,1965,1965,TA,TA,No,Rec,520.0,Unf,0.0,440.0,960,1,0,Attchd,1965.0,Fin,1,432,TA,TA,NA,0,0,NA
908275200,768,125000,WD ,Normal,7,2007,2,1,0,20,RL,TA,TA,TA,TA,1,4,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,196,0,0,Fa,768,0,0,1,MnPrv,CBlock,GasA,SBrkr,Typ,60,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Normal,1Fam,1Story,4,5,1955,1955,TA,TA,No,BLQ,544.0,Unf,0.0,224.0,768,0,0,Detchd,1959.0,Unf,1,355,TA,TA,NA,0,0,NA
908275240,864,79275,COD,Family,10,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,WdShing,Plywood,N,196,0,0,0,0,NA,864,0,0,0,NA,CBlock,GasA,SBrkr,Typ,60,8172,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Normal,1Fam,1Story,4,5,1955,1955,TA,TA,No,ALQ,682.0,Unf,0.0,182.0,864,1,0,Detchd,1996.0,Unf,2,528,TA,TA,NA,0,0,NA
914476330,1478,210000,WD ,Normal,5,2007,3,2,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,114,22,0,0,0,TA,1478,0,0,1,NA,PConc,GasA,SBrkr,Typ,0,9928,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,1Story,7,5,1991,1992,Gd,TA,No,GLQ,1239.0,Unf,0.0,215.0,1454,1,0,Attchd,1991.0,Unf,2,506,TA,TA,NA,0,0,NA
923251160,1608,80000,COD,Abnorml,11,2007,3,1,0,20,RL,TA,TA,TA,TA,1,6,198,CBlock,False,Shed,CompShg,Plywood,Plywood,Y,152,38,0,0,0,NA,1608,0,0,0,NA,CBlock,GasA,SBrkr,Typ,124,27697,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,1Story,4,3,1961,1961,TA,TA,No,BLQ,811.0,Unf,0.0,585.0,1396,0,0,Attchd,1961.0,Unf,1,444,TA,Fa,NA,0,0,NA
923252080,845,129500,WD ,Normal,6,2007,2,1,0,20,RL,TA,TA,TA,TA,1,4,0,NA,True,Gable,CompShg,HdBoard,Plywood,Y,0,0,0,0,0,NA,845,0,0,0,NA,CBlock,GasA,SBrkr,Typ,69,7599,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Normal,1Fam,1Story,4,6,1982,2006,TA,TA,No,ALQ,565.0,Unf,0.0,280.0,845,1,0,Detchd,1987.0,Unf,2,360,TA,TA,NA,0,0,NA
923275010,1178,135000,WD ,Normal,6,2007,3,1,1,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,0,44,0,0,88,NA,1178,0,0,0,MnPrv,PConc,GasA,SBrkr,Typ,0,11000,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Normal,1Fam,1Story,5,6,1976,2003,Gd,TA,No,LwQ,1090.0,Unf,0.0,0.0,1090,1,0,Attchd,1976.0,Unf,2,502,TA,TA,NA,0,0,NA
923275200,816,124500,WD ,Normal,6,2007,2,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,ImStucc,Y,168,0,0,0,0,NA,816,0,0,0,NA,CBlock,GasA,SBrkr,Typ,76,8314,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Normal,1Fam,1Story,5,7,1982,1982,TA,TA,Gd,ALQ,546.0,Unf,0.0,270.0,816,0,0,Attchd,1982.0,Unf,1,264,TA,TA,NA,0,0,NA
923276180,816,139000,WD ,Normal,5,2007,2,1,0,20,RL,TA,TA,TA,TA,1,4,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,330,0,0,0,0,NA,816,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,65,11625,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,1Story,5,7,1983,1983,Gd,TA,No,ALQ,596.0,Unf,0.0,220.0,816,1,0,Attchd,1983.0,Fin,1,264,TA,TA,NA,0,0,NA
923400150,974,93500,Oth,Abnorml,9,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,28,0,0,0,NA,974,0,0,0,MnPrv,PConc,GasA,SBrkr,Typ,63,10712,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,1Story,5,5,1991,1992,Gd,TA,Mn,BLQ,212.0,Unf,0.0,762.0,974,0,0,NA,,NA,0,0,NA,NA,NA,0,0,NA
923425030,887,124500,WD ,Normal,12,2007,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,Plywood,HdBoard,Y,140,0,0,0,0,NA,887,0,0,0,NA,CBlock,GasA,SBrkr,Typ,62,10447,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,1Story,5,6,1984,1984,TA,TA,No,ALQ,516.0,Unf,0.0,348.0,864,0,1,Attchd,1984.0,RFn,1,288,TA,TA,NA,0,0,NA
527378010,1103,155000,WD ,Normal,6,2006,3,2,0,20,RL,TA,TA,TA,TA,1,6,176,BrkFace,True,Gable,CompShg,HdBoard,Plywood,Y,295,84,0,0,0,NA,1103,0,0,0,GdWo,CBlock,GasA,SBrkr,Typ,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Normal,1Fam,1Story,6,6,1974,1974,TA,TA,No,ALQ,755.0,Unf,0.0,348.0,1103,0,0,Attchd,1974.0,Unf,2,462,TA,TA,NA,0,0,NA
527403120,858,88000,WD ,Normal,6,2006,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,858,0,0,0,NA,CBlock,GasA,SBrkr,Typ,0,8125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,1Story,4,4,1971,1971,TA,TA,No,BLQ,614.0,Unf,0.0,244.0,858,0,0,NA,,NA,0,0,NA,NA,NA,0,0,NA
527404180,874,97500,WD ,Normal,3,2006,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,63,0,0,0,0,NA,874,0,0,0,NA,CBlock,GasA,SBrkr,Typ,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,4,4,1971,1971,TA,TA,No,Rec,20.0,LwQ,620.0,224.0,864,0,1,Detchd,1995.0,Unf,2,576,TA,TA,NA,0,0,NA
527452290,1387,145000,WD ,Normal,9,2006,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Hip,CompShg,MetalSd,MetalSd,Y,0,0,240,0,0,TA,1387,0,0,1,NA,CBlock,GasA,SBrkr,Typ,65,7514,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,7,1967,1975,TA,TA,Mn,ALQ,373.0,Rec,108.0,462.0,943,1,0,Attchd,1974.0,RFn,1,300,TA,TA,NA,0,0,NA
532376080,984,126000,WD ,Normal,7,2006,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,984,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,0,9308,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Normal,1Fam,1Story,5,5,1965,1965,TA,TA,No,Rec,554.0,Unf,0.0,430.0,984,0,0,Attchd,1965.0,Unf,1,310,TA,TA,NA,0,0,NA
532376180,909,116000,COD,Normal,11,2006,3,1,0,20,RL,TA,TA,TA,TA,1,5,90,BrkFace,True,Gable,CompShg,Plywood,Plywood,Y,0,155,0,0,0,NA,909,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Normal,1Fam,1Story,5,6,1968,1968,TA,TA,No,BLQ,162.0,Rec,270.0,450.0,882,0,0,Attchd,1968.0,Unf,1,294,TA,TA,NA,0,0,NA
532378050,1024,120875,WD ,Normal,1,2006,3,1,1,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,1024,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,0,13052,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,6,1965,1965,TA,TA,No,Rec,712.0,Unf,0.0,312.0,1024,0,0,Attchd,1965.0,Unf,1,308,TA,TA,NA,0,0,NA
532378070,935,137000,WD ,Normal,11,2006,3,1,0,20,RL,TA,TA,TA,TA,1,5,114,BrkFace,True,Hip,CompShg,HdBoard,Plywood,Y,180,0,0,0,0,NA,935,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,0,13526,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,6,1965,1965,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,935,1,0,Attchd,1965.0,Unf,1,288,TA,TA,NA,0,0,NA
532378130,912,124000,WD ,Normal,4,2006,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,False,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,912,0,0,0,GdWo,CBlock,GasA,SBrkr,Typ,0,8020,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,6,1964,1964,TA,TA,No,ALQ,644.0,Unf,0.0,268.0,912,0,0,NA,,NA,0,0,NA,NA,NA,0,0,NA
532378160,1236,135000,WD ,Normal,6,2006,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,HdBoard,Plywood,Y,0,0,0,0,0,TA,1236,0,0,1,NA,CBlock,GasA,SBrkr,Typ,65,6993,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Normal,1Fam,1Story,5,7,1961,1994,TA,TA,No,BLQ,465.0,Unf,0.0,447.0,912,0,0,Attchd,1961.0,Unf,1,288,TA,TA,NA,0,0,NA
532378220,941,129200,WD ,Normal,6,2006,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,64,0,0,0,0,Po,941,0,0,1,NA,CBlock,GasA,SBrkr,Typ,0,8789,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,1Story,5,6,1967,1967,TA,TA,Mn,Rec,659.0,Unf,0.0,253.0,912,0,0,Attchd,1967.0,Unf,1,288,TA,TA,NA,0,0,NA
534127190,2156,262500,WD ,Normal,6,2006,3,2,0,20,RL,TA,TA,TA,TA,1,9,0,NA,True,Hip,CompShg,BrkFace,HdBoard,Y,0,80,0,290,0,Gd,2156,0,0,1,NA,CBlock,GasA,SBrkr,Typ,0,20781,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Normal,1Fam,1Story,7,7,1968,2003,TA,TA,No,BLQ,297.0,Rec,68.0,1203.0,1568,0,0,Attchd,1968.0,RFn,2,508,Gd,TA,NA,0,0,NA
534176250,1164,140000,COD,Normal,7,2006,3,1,1,20,RL,TA,TA,TA,TA,1,6,168,BrkFace,True,Hip,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,1164,0,0,0,NA,CBlock,GasA,SBrkr,Typ,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Normal,1Fam,1Story,7,5,1969,1969,TA,TA,No,Unf,0.0,Unf,0.0,1164.0,1164,0,0,Attchd,1969.0,Unf,2,528,TA,TA,NA,0,0,NA
534202020,1051,124400,WD ,Normal,3,2006,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,182,88,0,0,0,NA,1051,0,0,0,NA,CBlock,GasA,SBrkr,Typ,0,9759,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,5,1966,1966,TA,TA,No,BLQ,799.0,Unf,0.0,252.0,1051,1,0,Attchd,1966.0,RFn,1,264,TA,TA,NA,0,0,NA
534275010,1050,136500,COD,Normal,1,2006,3,1,0,20,RL,TA,TA,TA,TA,1,6,0,NA,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,0,319,0,0,0,NA,1050,0,0,0,NA,CBlock,GasA,SBrkr,Typ,0,10659,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1961,1961,TA,TA,No,Rec,915.0,Unf,0.0,135.0,1050,1,0,Attchd,1961.0,Unf,1,368,TA,TA,NA,0,0,NA
534276010,864,129900,WD ,Normal,7,2006,3,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,NA,864,0,0,0,NA,CBlock,GasA,SBrkr,Typ,70,9100,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Normal,1Fam,1Story,5,5,1958,1958,TA,TA,No,BLQ,521.0,LwQ,174.0,169.0,864,1,0,Detchd,1964.0,Unf,2,624,TA,TA,NA,0,0,NA
534403280,1251,160000,WD ,Normal,3,2006,3,1,0,20,RL,TA,TA,TA,TA,1,6,425,BrkFace,True,Hip,CompShg,HdBoard,HdBoard,Y,0,116,0,0,0,Gd,1251,0,0,2,MnPrv,CBlock,GasA,SBrkr,Typ,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,6,1964,1964,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251,1,0,Attchd,1964.0,RFn,1,461,TA,TA,Shed,700,0,NA
534455080,1433,161000,WD ,Normal,6,2006,3,1,0,20,RL,TA,TA,TA,TA,1,7,0,NA,True,Gable,CompShg,WdShing,Wd Shng,Y,144,0,205,0,0,Gd,1433,0,0,1,NA,CBlock,GasA,SBrkr,Min1,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1961,1990,TA,TA,Mn,BLQ,915.0,Unf,0.0,336.0,1251,1,0,Attchd,1961.0,Unf,2,441,TA,TA,NA,0,0,NA
534477030,2136,137900,WD ,Normal,10,2006,4,2,0,20,RL,TA,TA,TA,TA,1,7,44,BrkFace,False,Hip,CompShg,Wd Sdng,Wd Sdng,Y,0,30,0,0,0,NA,2136,0,0,0,MnPrv,CBlock,GasA,FuseA,Mod,89,10680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,3,1951,1951,TA,Fa,No,LwQ,756.0,Unf,0.0,1380.0,2136,0,0,Detchd,1951.0,Unf,2,528,TA,TA,NA,0,0,NA
535105160,1235,98600,WD ,Abnorml,12,2006,2,1,0,20,RL,TA,TA,TA,TA,1,6,203,BrkCmn,True,Hip,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,1235,0,0,0,GdWo,CBlock,GasA,SBrkr,Typ,85,8500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,3,1961,1961,TA,TA,No,Rec,600.0,Unf,0.0,635.0,1235,0,0,Attchd,1961.0,Unf,2,480,TA,TA,NA,0,0,NA
535150240,1128,118000,WD ,Family,6,2006,2,1,0,20,RL,TA,TA,TA,TA,1,5,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,0,0,0,0,0,NA,1128,0,0,0,GdWo,CBlock,GasA,SBrkr,Min1,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,5,1954,1954,TA,TA,No,LwQ,812.0,Unf,0.0,124.0,936,0,0,Attchd,1954.0,Unf,1,286,TA,TA,NA,0,0,NA
535151080,1008,135000,WD ,Normal,10,2006,2,1,0,20,RL,TA,TA,TA,TA,1,5,332,BrkFace,True,Hip,CompShg,MetalSd,MetalSd,Y,0,0,0,0,0,NA,1008,0,0,0,NA,CBlock,GasA,SBrkr,Typ,109,9723,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,1Story,6,7,1963,1963,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008,0,0,Attchd,1963.0,RFn,2,430,TA,TA,NA,0,0,NA
535176050,1383,145250,WD ,Normal,4,2006,3,1,1,20,RL,TA,TA,TA,TA,1,7,175,BrkFace,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,0,45,0,0,0,NA,1383,0,0,0,NA,CBlock,GasA,SBrkr,Typ,80,11600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,5,1960,1960,TA,TA,No,Rec,565.0,Unf,0.0,818.0,1383,0,0,Attchd,1960.0,RFn,1,292,TA,TA,NA,0,0,NA
