PID;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Foundation;Bsmt Qual;Bsmt Cond;Bsmt Exposure;BsmtFin Type 1;BsmtFin Type 2;Heating;Electrical;Functional;Fireplaces;Garage Type;Garage Finish;Garage Qual;Garage Cond;Pool QC;Fence;Misc Feature;SalePrice
909276160;78.0;12168;Pave;NA;Regular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2Story;8;6;1934;1998.0;PConc;Gd;TA;Mn;BLQ;Unf;GasA;SBrkr;Typ;2;Basment;Unf;TA;TA;NA;NA;NA;359100
909425270;75.0;13125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;7;6;1940;1984.0;CBlock;TA;TA;No;BLQ;Unf;GasA;SBrkr;Typ;2;Attchd;Unf;TA;TA;NA;NA;NA;219500
903206160;69.0;11737;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;2Story;6;7;1924;1996.0;BrkTil;TA;TA;No;Unf;Unf;GasW;SBrkr;Typ;1;Detchd;Unf;Fa;TA;NA;GdPrv;NA;202500
909281010;80.0;16560;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;6;8;1932;1950.0;BrkTil;Gd;TA;No;Rec;Unf;GasA;SBrkr;Typ;1;Detchd;Unf;TA;TA;NA;NA;NA;239000
534403360;0.0;10600;Pave;Pave;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;6;5;1964;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;136300
534403410;0.0;14112;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;SLvl;5;7;1964;0.0;PConc;TA;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;180500
908103350;65.0;6305;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;SLvl;6;6;1975;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Detchd;Unf;TA;TA;NA;NA;NA;125200
908152080;94.0;7819;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;SLvl;6;5;1976;0.0;CBlock;TA;TA;Av;ALQ;BLQ;GasA;SBrkr;Typ;1;Detchd;Unf;TA;TA;NA;MnPrv;NA;107000
914478045;0.0;12328;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;5;1976;0.0;CBlock;TA;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;169900
527354100;0.0;14115;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;SLvl;7;5;1980;0.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;2;Attchd;Unf;TA;TA;NA;NA;NA;187500
527378140;0.0;10448;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northwest Ames;Norm;Normal;1Fam;SLvl;6;6;1972;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;GdPrv;NA;158000
535300120;120.0;19296;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Adjacent to arterial street;Normal;1Fam;SLvl;6;5;1962;0.0;CBlock;TA;TA;Gd;Rec;ALQ;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;GdWo;NA;176000
535453100;80.0;8000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;5;5;1959;0.0;CBlock;Gd;TA;Av;GLQ;Rec;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;GdWo;NA;138000
905200260;88.0;15400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;SLvl;5;5;1961;0.0;CBlock;TA;Gd;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;165000
534401130;82.0;9020;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;6;7;1966;0.0;CBlock;TA;TA;Gd;Rec;ALQ;GasA;SBrkr;Typ;0;Attchd;RFn;Gd;Gd;NA;GdPrv;NA;174900
534403100;82.0;9020;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Adjacent to feeder street;Normal;1Fam;SLvl;6;5;1964;0.0;CBlock;TA;TA;Gd;GLQ;Rec;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;GdPrv;NA;168500
905103030;80.0;13014;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;SLvl;6;5;1978;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;157500
907202160;0.0;10970;Pave;NA;Slightly irregular;Low;AllPub;Inside;Mod;College Creek;Norm;Normal;1Fam;SLvl;6;6;1978;0.0;CBlock;Gd;Gd;Gd;GLQ;LwQ;GasA;SBrkr;Typ;0;Detchd;Unf;TA;Fa;NA;MnPrv;NA;147000
908151040;0.0;9638;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Edwards;Norm;Normal;1Fam;SLvl;6;6;1977;0.0;CBlock;TA;TA;Av;ALQ;Rec;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;147000
914475020;76.0;9880;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;6;1977;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;Gd;GdPrv;NA;171000
527328020;0.0;10395;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Northwest Ames;Norm;Normal;1Fam;SLvl;6;6;1978;0.0;CBlock;Gd;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;MnPrv;Shed;148000
527402090;70.0;10500;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;1Fam;SLvl;5;7;1971;2005.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;0;BuiltIn;Unf;TA;TA;NA;GdWo;NA;139000
534401200;80.0;9200;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;6;5;1965;0.0;CBlock;TA;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;GdPrv;NA;161000
535105110;100.0;9600;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;6;5;1961;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;158500
535325280;60.0;7134;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;North Ames;Norm;Normal;1Fam;SLvl;5;5;1955;0.0;CBlock;TA;TA;No;ALQ;Unf;GasA;SBrkr;Min1;1;Detchd;Unf;TA;TA;NA;MnPrv;NA;130000
535402140;93.0;10090;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;7;5;1963;1999.0;CBlock;TA;TA;Av;Rec;ALQ;GasA;SBrkr;Typ;2;BuiltIn;Unf;TA;TA;NA;MnPrv;NA;172000
907200250;72.0;9720;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;SLvl;5;7;1977;0.0;CBlock;TA;Ex;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Detchd;Unf;TA;TA;NA;MnPrv;NA;160000
914478020;0.0;8750;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;7;6;1975;0.0;CBlock;TA;TA;Av;Rec;GLQ;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;148000
923229010;0.0;11333;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;5;1976;0.0;PConc;Gd;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;2;Attchd;RFn;TA;TA;NA;NA;NA;146800
923229100;0.0;15957;Pave;NA;Slightly irregular;Low;AllPub;Corner;Mod;Mitchell;Norm;Normal;1Fam;SLvl;6;6;1977;0.0;PConc;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;MnPrv;NA;188000
532353180;88.0;8471;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Sawyer;Norm;Normal;1Fam;SLvl;6;7;1977;1995.0;CBlock;Gd;Gd;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;GdWo;NA;151000
535103070;0.0;12700;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;6;5;1964;0.0;CBlock;TA;TA;No;ALQ;Unf;GasA;SBrkr;Typ;2;Attchd;RFn;TA;TA;NA;NA;NA;172000
535402070;85.0;13400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;5;5;1966;0.0;CBlock;TA;TA;Av;ALQ;BLQ;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;GdWo;NA;159950
535402100;83.0;10184;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;6;5;1963;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;165000
907201230;42.0;10385;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;SLvl;6;6;1978;0.0;CBlock;TA;Gd;Av;ALQ;LwQ;GasA;SBrkr;Typ;0;Detchd;Unf;Fa;TA;NA;NA;NA;174000
914476130;140.0;11080;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;6;1975;0.0;CBlock;TA;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;148000
923275080;37.0;7937;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;6;1984;0.0;CBlock;TA;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;GdPrv;NA;142500
905107310;0.0;8014;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer;Norm;Normal;1Fam;SFoyer;6;5;1978;0.0;CBlock;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Basment;Fin;TA;TA;NA;NA;NA;149900
905108190;0.0;7252;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer;Norm;Normal;1Fam;SFoyer;5;5;1982;0.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;134900
905108220;74.0;8740;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;SFoyer;5;6;1982;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;137000
907227290;70.0;8445;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;SFoyer;5;7;1972;2007.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;MnPrv;NA;133000
914475030;72.0;9360;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;6;7;1977;0.0;CBlock;Gd;TA;Av;GLQ;LwQ;GasA;SBrkr;Typ;2;Attchd;RFn;TA;TA;NA;GdWo;NA;173000
923276260;70.0;7669;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;5;6;1992;1993.0;PConc;Gd;TA;Av;GLQ;LwQ;GasA;SBrkr;Typ;1;Detchd;Unf;TA;TA;NA;GdPrv;NA;149000
905108170;0.0;7400;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer;Norm;Normal;1Fam;SFoyer;5;5;1984;0.0;PConc;Gd;TA;Av;LwQ;ALQ;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;152000
908128050;90.0;10012;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;SFoyer;4;5;1972;0.0;CBlock;Gd;TA;Av;BLQ;Rec;GasA;SBrkr;Typ;0;Detchd;RFn;TA;TA;NA;MnPrv;NA;137500
532479120;0.0;16647;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer;Adjacent to East-West Railroad;Normal;1Fam;SFoyer;5;5;1975;1981.0;CBlock;Gd;TA;Gd;ALQ;Unf;GasA;SBrkr;Min2;2;Basment;Fin;TA;TA;NA;NA;NA;171000
535478040;66.0;6760;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SFoyer;5;5;1962;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;130000
914478100;82.0;8410;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;6;6;1974;0.0;CBlock;Gd;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;143000
923230120;50.0;6723;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;5;7;1971;0.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;GdWo;NA;138000
527328010;0.0;10464;Pave;NA;Slightly irregular;Lvl;AllPub;FR3;Gtl;Northwest Ames;Norm;Normal;1Fam;SFoyer;6;6;1980;0.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;169000
527452310;68.0;7838;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SFoyer;5;5;1967;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;MnWw;NA;123000
535478010;69.0;10205;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SFoyer;5;5;1962;0.0;CBlock;TA;TA;Av;BLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;134500
923400125;62.0;10441;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;5;5;1992;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;MnPrv;Shed;132000
534427010;98.0;13260;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;6;1962;2001.0;CBlock;TA;TA;No;BLQ;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;84900
535106190;80.0;11600;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Adjacent to feeder street;Normal;Duplex;2Story;5;5;1960;0.0;CBlock;TA;TA;No;Rec;Unf;GasA;FuseA;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;154300
535152010;70.0;8267;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Adjacent to feeder street;Normal;Duplex;1Story;5;5;1958;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;135000
905101310;72.0;10778;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;Duplex;1Story;4;5;1968;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;136500
905107110;0.0;7424;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;Duplex;SFoyer;5;5;1978;0.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;2;Attchd;Fin;TA;TA;NA;NA;NA;160250
908102130;75.0;9825;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;5;5;1965;0.0;CBlock;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;100000
914478110;0.0;12760;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;1Story;6;5;1976;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;2Types;Unf;TA;TA;NA;NA;NA;170000
923204150;94.0;9400;Pave;NA;Regular;Low;AllPub;Corner;Gtl;Mitchell;Norm;Normal;Duplex;2Story;6;5;1971;0.0;CBlock;TA;TA;Av;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;139000
527401160;60.0;9000;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;Duplex;2Story;5;5;1974;0.0;CBlock;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;136000
531475220;75.0;8250;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;Duplex;2Story;6;7;1981;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;2;NA;NA;NA;NA;NA;NA;NA;160000
534278230;85.0;11475;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1958;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;110000
535101120;65.0;8944;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1967;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Mod;0;Detchd;Unf;TA;TA;NA;NA;NA;124000
535402010;81.0;9671;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Adjacent to arterial street;Normal;Duplex;2Story;6;5;1969;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;190000
535402330;91.0;11643;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Adjacent to arterial street;Normal;Duplex;2Story;5;5;1969;0.0;CBlock;TA;TA;No;LwQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;200000
904301060;60.0;10800;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;5;5;1987;1988.0;CBlock;Gd;Gd;Gd;GLQ;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;179000
904301100;0.0;10547;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;SFoyer;5;5;1978;0.0;PConc;Gd;Gd;Gd;GLQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;Fa;NA;NA;NA;159900
906226080;64.0;7018;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Sawyer West;Adjacent to feeder street;Normal;Duplex;SFoyer;5;5;1979;0.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;2;Detchd;Unf;TA;TA;NA;NA;NA;153337
906226090;64.0;7018;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Adjacent to feeder street;Normal;Duplex;2Story;5;5;1979;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;147983
906226100;64.0;7018;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;Duplex;1Story;5;5;1979;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;GdPrv;NA;118858
906226110;64.0;7018;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;Duplex;1Story;5;5;1979;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;118858
906226120;64.0;7018;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Adjacent to feeder street;Normal;Duplex;2Story;5;5;1979;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;142953
906226140;64.0;7007;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;Duplex;1Story;5;5;1979;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;113722
908275040;65.0;10926;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;5;5;1959;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;119900
527401130;60.0;9000;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;Duplex;2Story;5;5;1974;0.0;CBlock;Gd;TA;Mn;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;133000
534225110;72.0;11072;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1965;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;145000
534225120;74.0;13101;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1965;0.0;CBlock;TA;TA;No;LwQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;142600
534250010;87.0;9246;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Adjacent to feeder street;Normal;Duplex;1Story;5;5;1973;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;135000
535456050;113.0;8513;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Adjacent to arterial street;Normal;Duplex;1Story;5;5;1961;0.0;CBlock;TA;TA;Av;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;130000
905200090;60.0;12900;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Adjacent to feeder street;Normal;Duplex;SFoyer;4;4;1969;0.0;CBlock;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;CarPort;Unf;Fa;TA;NA;NA;NA;108959
908204160;74.0;6845;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;4;5;1955;0.0;Slab;NA;NA;NA;NA;NA;GasA;FuseF;Typ;0;NA;NA;NA;NA;NA;NA;NA;82500
914476080;76.0;10260;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;2Story;5;4;1976;0.0;CBlock;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;100000
534252060;0.0;10624;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;4;1964;0.0;CBlock;TA;TA;No;GLQ;Rec;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;119000
534252070;0.0;10899;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;4;5;1964;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;103000
534429030;70.0;9842;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;Duplex;1Story;4;5;1962;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;101800
535101150;63.0;8668;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1968;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;126000
535301160;70.0;8078;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1958;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;128600
905476160;42.0;7711;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;4;3;1977;0.0;PConc;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;150000
908152180;0.0;9555;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Edwards;Norm;Normal;Duplex;2Story;5;6;1979;0.0;Slab;NA;NA;NA;NA;NA;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;141000
908225310;52.0;8741;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;5;6;1946;1950.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;GdWo;NA;98500
923204140;100.0;25000;Pave;NA;Regular;Low;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;1Story;5;4;1967;0.0;CBlock;TA;TA;Av;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;143000
535101110;0.0;8917;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1967;0.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;119000
535151130;70.0;7728;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;SLvl;5;6;1962;0.0;CBlock;TA;TA;Av;ALQ;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;GdWo;NA;132500
